comment,replies,date,user_name
"“We often run into hard curfews” 

“WE REALY NEED TO WRAP THIS UP AND DO SOUND CHECK!” 😂😂😂😂","['She really couldn’t handle herself…', 'That was either scripted or the best timing ever lmao!', '@@mizbridge lol thats what i was thinking too! felt like she was actually so on cue that they just had it scripted']",2024-10-23T23:38:45Z,@trevormekelburg3773
Now i have to see cookie's and Lucas's rig ❤,['Lucas did one a while back.'],2024-10-23T23:31:35Z,@pedrovitor1242
The Kubla Khan of Rig Rundowns. Joey 4eva,[],2024-10-23T23:27:09Z,@emshaw27
the coolest band on the damn planet 🦎🧙‍♂,[],2024-10-23T23:16:43Z,@martincamisay
anybody else notice jay Weinberg in the background of the soundcheck parts.,['I’m not sure if this was the show he played drums for Perihelion or Le Risque on.'],2024-10-23T23:12:50Z,@roryb7783
Why no Cookie Dawg rundown 😢,"['He kindly declined ... and we ran outta time as it was! 🤣', ""@@premierguitar that's so fair, maybe you'll have to try and come back and get him and Lucas another time""]",2024-10-23T23:07:36Z,@K0kEEE
"Alright one down, now get fucken Dwyer on this.",[],2024-10-23T23:05:00Z,@seasonedstefan
"ive never seen someone punkify a rick, awesome i havent even watched the video yet. Does that say Dickenbacher =)",['i see'],2024-10-23T23:03:22Z,@manuelsegoviano1572
What about Lucas and Cookie?,['Both kindly declined ... and we ran outta time as it was! 🤣'],2024-10-23T22:45:00Z,@ryanpetriello3461
WOOOOOOO!!!,[],2024-10-23T22:33:22Z,@jmarvosa6x3
Thank you,[],2024-10-23T22:27:28Z,@TGW420
WHAT ARE THE PICK UPS THO? 😭,[],2024-10-23T22:14:46Z,@Streamingfriendlyunitshifter
what about the Table?  i'm really interested in the details of that thing!,[],2024-10-23T22:10:41Z,@doubleu2
premier harmonica with ambrose when,[],2024-10-23T22:07:59Z,@emperor_slime_
I have that same V.  I love those inlays.,[],2024-10-23T21:54:41Z,@JoshuaLTRyan
"Thank you Premier Guitar!! The Gizz bois are the best, excellent musicians","[""Couldn't agree more!""]",2024-10-23T21:47:55Z,@davidrewit
I've been waiting ages 😁,[],2024-10-23T21:47:33Z,@Caveira138
"Thank youuuuu premier guitar, been waiting for this for soooo long",['Hope you like it!'],2024-10-23T21:40:52Z,@Danny-uj9yn
In a casual fan of if the band but i love their unpretentious not giving a fuck approach to everything. Dude is out there ripping in crocs. Awesome band.,"['Their absolute lack of fashion sense is one of my favorite things about them 😂', 'i mean stu went barefoot, it seemed like they just woke up and got their morning coffee while hanging around the stage', ""\u200b\u200b@@guilllllack of fashion sense? I think they all have an excellent sense in fashion, they're just not wearing anything fancy on stage I guess"", ""I'm from the suburb where these boys are from and I can tell you what he's wearing is what they wear around there. But definitely still down to earth"", ""@@user-nc1pk7lz6d Man loves being barefoot. I'm pretty sure I've seen videos and images of him just being barefoot in the studio, like a little goblin who happens to be a phenomenal musician at the same time""]",2024-10-23T21:37:54Z,@morganghetti
Man i love these guys,[],2024-10-23T21:30:41Z,@lionrivero4598
Weird dudes..,[],2024-10-23T21:26:46Z,@dondomingo025
🔥🐊🔥🐊,[],2024-10-23T21:26:31Z,@HiwattOfficial
Love these dudes. Wish we got a video with Cookie and Lucas too.,['Both kindly declined ... and we ran outta time as it was! 🤣'],2024-10-23T21:26:18Z,@richardsteffens6159
Drinking game! Take a shot every time Joey says “like” 😂,"['No thanks I like my liver 😂', ""It's annoying"", 'I’d be dead.', 'Or when Stu touches his nose 🤭', ""\u200b@@hermano_mariohe look like he's high on opiates......sad...""]",2024-10-23T21:26:16Z,@joelsandberg3930
Darkthrone T-Shirt! +1 credits!,[],2024-10-23T21:19:53Z,@davelanciani-dimaensionx
"LETS GOOOO FINALLY, why didn’t u get cookie tho?",['He kindly declined ... and we ran outta time as it was! 🤣'],2024-10-23T21:18:46Z,@idiosyncraticmushroom3030
How the hell did stu hide that guitar under his shirt,[],2024-10-23T21:11:38Z,@juliantaylor5956
To see these amazing musicians make their magic is astounding.,[],2024-10-23T20:58:48Z,@patrickkeenan6331
Does Joey have a Billy Corgan tattoo n his leg?,[],2024-10-23T20:56:27Z,@charliebartlet1384
Great to see this. It’s struck me that some of my favorites on here and some of my favorite bands/guitarists have quite a minimal set-up and they still cover soooo much sonic ground just by being creative with it. Thinking of this and Mark Speer for example. Great stuff!,[],2024-10-23T20:53:32Z,@MarnibiOutThere
i've never seen a clapboard hurry up a rig rundown before lmao,"['lol then they continue to keep talking about the clock', '\u200b@johnward3732 the irony there killed me haha']",2024-10-23T20:52:40Z,@ewetoo
THIS IS NOT A DRILL,[],2024-10-23T20:48:13Z,@crisismethodactor
"holy crap this is awesome! thank you!!! light em up, T!",[],2024-10-23T20:47:38Z,@madinfects
"YES YES YES YES YES YES YES YES YES. 
I have watched so many of their shows this year, wishing I had a rundown of their gear. Joey's Novo sounds INCREDIBLE in every show. I'll see them in Vegas soon. Can't wait.",['Im seeing them for the first time in California. The Frost Theater in Stanford \nCant wait \nBringing my brother he has no clue who these guys are'],2024-10-23T20:47:05Z,@thejacobean
Literally gasped seeing this get posted. HELLS YEAS LOVE THE GIZZ BOIS,['🤘'],2024-10-23T20:40:25Z,@russellheppell3997
The Moustache Show,[],2024-10-23T20:39:28Z,@pedrotoledo2414
hell yeah!!! gizzgang,[],2024-10-23T20:36:41Z,@oneminutesongs69
For Stu: https://en.wikipedia.org/wiki/Mechanical_advantage,[],2024-10-23T20:24:15Z,@richardpugh5489
EGG !,[],2024-10-23T20:22:26Z,@Thee_Attic
The best Rig Rundown EVER.,[],2024-10-23T20:15:36Z,@patrickkeenan6331
Anyone know what shirt Joey is wearing?,"['Darkthrone', '@@salt_syrupquestionmarkeightco thank you!!']",2024-10-23T20:10:42Z,@evanbrooks8737
"I’d love a run down of Cookies and Lucas’s rig same with Ambrose to.
That would be cool as shit",['Synth table rig rundown..'],2024-10-23T20:08:09Z,@Tosspot8140
Love seeing these guys rotate guitars through a show!,[],2024-10-23T20:00:54Z,@Madakalim
crescent moon,[],2024-10-23T19:59:34Z,@richardpugh5489
❤❤❤❤❤,[],2024-10-23T19:57:39Z,@Verfin_Dima
King Gizz Croc rocking kings 🦎👑🐊,[],2024-10-23T19:54:55Z,@Digosaurus
YESSSSSSSSS,[],2024-10-23T19:51:59Z,@3eby4b
"Also, can’t wait for the prices of Flatiron Fuzzes on Reverb to go up about 300% 😂",[],2024-10-23T19:49:55Z,@NineTo5Golf
Gotta love Walky Jake,[],2024-10-23T19:48:56Z,@brunaodavila
Been waiting for this one!!!!,[],2024-10-23T19:48:24Z,@chrisjbauer3170
Just wanted to say thank you before even having watched this.,[],2024-10-23T19:48:08Z,@matthewfischer3312
"Microtonality is the use in music of microtones — intervals smaller than a semitone, also called ""microintervals"". It may also be extended to include any music using intervals not found in the customary Western tuning of twelve equal intervals per octave. In other words, a microtone may be thought of as a note that falls ""between the keys"" of a piano tuned in equal temperament.",[],2024-10-23T19:40:59Z,@ShaneinDSM
Oh my god I'm in love. You guys just earned a sub,[],2024-10-23T19:30:09Z,@Nega-Tim
LOVE these dudes! Rad to check out their gear and philosophies,[],2024-10-23T19:20:56Z,@frankiesunswept
"The microtonal thing is super interesting, but why not just go full fretless at that point?","['Chords are a nightmare on a fretless, and while microtonal guitars already sound ""out of tune"" you can get really pitchy easily with a fretless.\nThey are similar ideas, but freeness and micro tonal guitars are different enough to necessitate both existing.', 'I purpose the opposite, why not get all 24 frets per octave. Or adjustable frets if they ever want to branch out. Fretless is incredibly demanding of the players ears and not really suitable for garage rock.']",2024-10-23T19:11:18Z,@ryanmiller9999
LETS GOOOOO,[],2024-10-23T19:04:12Z,@poonspoonful
"I've been watching this tour on YT, and I'm seeing them in OKC in a few weeks. I'm stoked.",['have fun!!'],2024-10-23T18:59:48Z,@boofert.washington2499
my favorite band will be seeing them less than month cant wait,[],2024-10-23T18:54:49Z,@boblanzillo2144
Oh hell yeeaa! Thank you!,[],2024-10-23T18:50:22Z,@Inic
Godddd I've been waiting for this!!!,[],2024-10-23T18:34:58Z,@NineTo5Golf
I can’t listen to anything else besides King Gizz since my brother introduced them to me and my boyfriend three years ago. Everything I used to like is so boring now. They really are the real kings!,[],2024-10-23T18:32:43Z,@fbggo
lest gooooooooooooooo,[],2024-10-23T18:22:36Z,@henryohse1
"I love how when he said Gaspar, I knew exactly who he was talking about from watching the tour streams this year. I know their guitar techs name and their lighting guys name.",['“Light ‘em up T!…Make me sound good Sammy!”'],2024-10-23T18:07:14Z,@TheQuietOne02
Finally!!!!!!,[],2024-10-23T17:57:21Z,@Swagadelic_Wizard
They released 17 more albums in the time you were watching this 🦎🧙‍♂,"[""And they still don't know what a Bağlama or Saz is."", '😅😅', 'And there all poo', 'lol and what that shit sound like? Dookie?', '2013-2017 was my fav stretch + when I first ran into them. I remember going to hear some Quarters / Nonagon / Mind Fuzz + Microtonal Banana - Infest the Rats Nest was a huge part of the setlist. \nIt was such a curveball, kind of loved that. Stumbling into a laneway moshpit playing Mind Fuzz with a circle of people rocking propellor hats.. Gizzfest.. what a time.\nRock on fellas.']",2024-10-23T17:51:20Z,@eightfootmanchild
crocsodile dun deeeee,[],2024-10-23T17:50:10Z,@bad_dreams_hex
"these guys just radiate Australian energy, going through their rigs in nylon shorts and barefoot...

Really wish Stu brought along the Holy Explorer, would have loved a closer look at that","[""Isn't that the one that got totally smashed in an elevator a couple years back ?"", '@@cyyytr0n He had it repaired, but he might be saving it back for studio purposes only.', '@@psychedeliccarrie5921 could be that, I think he bought a Dimebag Darrell signature-like Washburn as a substitute']",2024-10-23T17:48:24Z,@tedbillings4871
"These guys are so great. Some real outside of the box creativity backed up by them just being homies, it’s inspiring. I read an article that their newest album (my top record of the year by a mile) didn’t use pedals, just bought a ton of super cheap starter amps and abused them for their tone lol.",[],2024-10-23T17:45:49Z,@TheQuietOne02
Great RR and band!!,[],2024-10-23T17:41:37Z,@FromtheSoultotheFretboard
"just wanna share nyxl strings are the most perfect string ever made, i stand by them with every string change its only nyxl now.","['after 40 mins of cool setups you’re here to just champion a companies strings?', '@@sommelierofstench was watching this rig rundown love king gizzard they local legends where they come from, i live in the same city as where the band started.\ni just wanted to share my love of nyxl strings cause they stay in tune better then other strings and that helps everyone, im not getting paid this is legit the only time id say this, its just honest love for music products that actually help.']",2024-10-23T17:36:36Z,@BataraKado
"those dudes man, so great and so chilled, gotta love them!",[],2024-10-23T17:35:06Z,@andremanfrinigarcia6628
10 years ago vince wouldve have creamed his pants for this,[],2024-10-23T17:27:44Z,@vince3804
Awesome!  No Cookie though and he's the goat!,"['Cook kindly declined ... and we ran outta time as it was! 🤣', '@@premierguitar its all good. very awesome of yall to get this and put it up for us kglw fans.   super grateful! thanks!']",2024-10-23T17:27:40Z,@1997Ghost
WOAH,[],2024-10-23T17:27:25Z,@vince3804
been waiting for this!  Best band around,[],2024-10-23T17:24:31Z,@RIckdog42
I can’t listen to someone who says the word “like” in  Every sentance,"['*sentence', '@@rockmann83 I guess I turned off my spellcheck', 'Aussies always sound like their apologetically explaining themselves😅', 'Stop being a pussy']",2024-10-23T17:23:47Z,@martygraw1406
Never clicked on a vid so fast,['Me too and I don’t even own a guitar. But this one I’ve been eagerly awaiting'],2024-10-23T17:21:46Z,@jamrito
"Like, Like, Like, Like etc, totally spoils it.","['consider consulting someone for a diagnosis', 'It’s hard to explain shit without using filler words when you’re not very used to public speaking in a formal way. Give him a break dude. He shreds and is trying to explain his setup in a way that he’s probably never been asked about in such detail before. Joey is the shit, and he writes and performs incredible music. Chill out brah goshhhhh.']",2024-10-23T17:12:03Z,@guitarman1129420
"Greetings from Turkey, any chance of a rig rundown with the guitarist of Glass Beams?",[],2024-10-23T17:11:23Z,@ilkersatiroglu
"Could watch these guys talk about music and gear and tell stories all day long, killer band!",[],2024-10-23T17:01:13Z,@Dorachagi1
Bossy cant,[],2024-10-23T16:52:19Z,@danielktdoranie
"HOLY SHIT HAHA, Been waiting for this one for a decade!",[],2024-10-23T16:51:19Z,@Asleepdrifter
Finally!!!!!! I’m gonna cry,[],2024-10-23T16:51:15Z,@dorianford6227
Flatiron Fuzz is EHX's Rat clone right?,['Rat2 specifically...'],2024-10-23T16:44:14Z,@blakebellis
Holy shit! I've never clicked on a Rig Rundown faster than this! These guys are the greatest group in music right now!,"['💯', ""I wouldn't say in music, but in Rock'n'Roll absolutely."", 'Boom! Well said ❤', '@@guillll they are multi genre, definitely in music', ""@@guillll then tell me who is better right now putting out consistent incredible music and touring behind it and releasing all their live shows, free and the stems etc etc. I must be missing out, I'm genuinely interested.""]",2024-10-23T16:29:33Z,@paulb808
"every NYC resident just had a stroke when Joey said ""Flatiron"" as ""flah-TEE-ron"" like it was some kind of space robot",[],2024-10-23T16:21:12Z,@interstellish
FINALLY LETS GO!!!,[],2024-10-23T16:15:53Z,@ericp7892
Couldn't click quick enough on this,[],2024-10-23T16:13:52Z,@tobymoorhouse
Hell yeah,"['Suh dude', '@@noyd4172 suh dude! 🦇🤗🦇', '@@BatmanWangChung the banana flies on batwings borther']",2024-10-23T16:13:41Z,@BatmanWangChung
ooh i've been hoping for this one!!,[],2024-10-23T16:04:30Z,@Barracuda007
Wooo! Bout time,[],2024-10-23T16:02:05Z,@thewrit6946
"Why no Lucas and Cookie Dawg 69? But, still pretty nice hearing them talk about their gear, they always used cool odd old gear and come a long way. For being such a diverse band musically I find their setup relative basic, which shows how creative they are mixing up the ingredients to come up with cool new sounds.","['Both kindly declined ... and we ran outta time as it was! 🤣', '@@premierguitar Oh, I see. Already, had a hunch it was out of time reasons. But, thanks for asking, sometimes you get the feeling they get a bit overlooked. Maybe next time.', '@@premierguitar maybe next time?']",2024-10-23T16:00:57Z,@zenondrakkensberge1854
Send out…“the runner”.,[],2024-10-23T15:50:18Z,@sirfultonbishop
"Love these dudes ... they just create, create, create and create! If you're not familiar, give them a listen because you're guaranteed to find something in their Gizzverse that connects with your ears and soul.","['Exactly, I fell anyone who values creativity can find something to like in the Gizzverse.', 'But which one of their 8,632 albums they released this year should I start with?', '@@stevencrippen6609Nonagon Infinity opens the door!', ""If you don't like King Gizzard, then you don't like music."", '\u200b@@kyles5513fer sure dude 👍']",2024-10-23T15:44:54Z,@chris_kies
"King Gizzard and the Lizard Wizard's Gear:
Mesa Boogie PowerHouse Attenuator - https://sweetwater.sjv.io/q4e3Wj
Fender Hot Rod Deluxe - https://sweetwater.sjv.io/DKjgB2
Boss TU-3 - https://sweetwater.sjv.io/jryA4M
Boss DD-3T - http://sweetwater.sjv.io/21QdzO
Fender Wah - https://sweetwater.sjv.io/jrM3Rv
Dunlop Volume X Mini - https://sweetwater.sjv.io/q4n5vq
Gibson Flying V - https://sweetwater.sjv.io/B0q0z9
Dunlop Cry Baby - https://sweetwater.sjv.io/AWa9Xx
Strymon Sunset - https://sweetwater.sjv.io/3eOoKK
EHX Flatiron Fuzz - https://sweetwater.sjv.io/k0734n
Wampler Ego - https://sweetwater.sjv.io/anBmNb
Boss LS-2 - https://sweetwater.sjv.io/ZQ1EbQ","['No links at all to any gear NOT from America.\n\nNice, well played.', ""\u200b@@claudevieaul1465You're a grown up. Google exists"", ""I reckon you guys a missing a beat with your mid-vid ads. Showing off a version of the pedalboard that matches (as much as sensibly possible)  the rig rundown act, I think you'd get a *lot* of interest.""]",2024-10-23T15:41:47Z,@premierguitar
